PUBCHEM_SID	PUBCHEM_CID
144210025	161929
144210026	9731
144210027	6993773
144210028	77531
144210029	19838
144210030	107882
144210031	20275
144210032	20282
144210033	68119
144210034	10308
144210035	5321950
144210036	64927
144210037	5815
144210038	142891
144210039	68236
144210040	68297
144210041	79358
144210042	104677
144210043	11007
144210044	60196398
144210045	5942
144210046	11229
144210047	68526
144210048	11507
144210049	24884197
144210050	11598
144210051	11748
144210052	4788
144210053	66068
144210054	92821
144210055	12100
144210056	12127
144210057	92822
144210058	12185
144210059	12394
144210060	12527
144210061	522183
144210062	12742
144210063	12744
144210064	81364
144210065	175468
144210066	169664
144210067	69819
144210068	13000
144210069	62672
144210070	13109
144210071	13166
144210072	13400
144210073	2724588
144210074	7054
144210075	7090
144210076	6931391
144210077	7166
144210078	7169
144210079	7291
144210080	7296
144210081	7359
144210082	27882
144210083	641298
144210084	11764
144210085	4921319
144210086	6528
144210087	79154
144210088	4654
144210089	22833502
144210090	6927
144210091	23670523
144210092	10187
144210093	7571
144210094	1549521
144210095	16627
144210096	10026
144210097	720471
144210098	16719
144210099	11796
144210100	6680
144210101	5284534
144210102	2737408
144210103	2733708
144210104	17279
144210105	9207
144210106	17599
144210107	3014138
144210108	17819
144210109	9261
144210110	67579
144210111	95717
144210112	9526
144210113	9707
144210114	77378
144210115	9865
144210116	5377793
144210117	10241
144210118	63112
144210119	93252
144210120	10607
144210121	68226
144210122	10789
144210123	21501
144210124	10935
144210125	10996
144210126	79639
144210127	11101
144210128	541
144210129	65522
144210130	27872
144210131	11309
144210132	11313
144210133	6043
144210134	11858
144210135	4669250
144210136	44368
144210137	81184
144210138	12635
144210139	6259
144210140	2201
144210141	81829
144210142	6377
144210143	65575
144210144	69908
144210145	6724
144210146	3884
144210147	7018
144210148	7045
144210149	71593
144210150	70315
144210151	1018
144210152	70438
144210153	7449
144210154	74867
144210155	17652
144210156	74062
144210157	78490
144210158	28308
144210159	25208
144210160	82703
144210161	14586
144210162	8553
144210163	73848
144210164	65275
144210165	9164
144210166	5354198
144210167	159678
144210168	443297
144210169	1539
144210170	14589
144210171	15078
144210172	15427
144210173	8446
144210174	5377323
144210175	24934
144210176	736715
144210177	2736548
144210178	70425
144210179	34697
144210180	26176
144210181	6527
144210182	7263
144210183	8425
144210184	1923
144210185	10680
144210186	5447130
144210187	7381
144210188	460
144210189	2347
144210190	6623
144210191	28803
144210192	16221
144210193	8370
144210194	23668817
144210195	17095
144210196	18815
144210197	3220
144210198	10868
144210199	16682746
144210200	736366
144210201	6905
144210202	
144210203	
144210204	
144210205	
144210206	
144210207	
144210208	
144210209	
144210210	
144210211	
144210212	
144210213	
144210214	
144210215	
144210216	
144210217	
144210218	
144210219	
144210220	
144210221	
144210222	
144210223	
144210224	
144210225	
144210226	
144210227	
144210228	
144210229	
144210230	
144210231	
144210232	
144210233	
144210234	
144210235	
144210236	
144210237	
144210238	
144210239	
144210240	
144210241	
144210242	
144210243	
144210244	
144210245	
144210246	
144210247	
144210248	
144210249	
144210250	
144210251	
144210252	
144210253	
144210254	
144210255	
144210256	
144210257	
144210258	
144210259	
144210260	
144210261	
144210262	
144210263	
144210264	
144210265	
144210266	
144210267	
144210268	
144210269	
144210270	
144210271	
144210272	
144210273	
144210274	
144210275	
144210276	
144210277	
144210278	
144210279	
144210280	
144210281	
144210282	
144210283	
144210284	
144210285	
144210286	
144210287	
144210288	
144210289	
144210290	
144210291	
144210292	
144210293	
144210294	
144210295	
144210296	
144210297	
144210298	
144210299	
144210300	
144210301	
144210302	
144210303	
144210304	
144210305	
144210306	
144210307	
144210308	
144210309	
144210310	
144210311	
144210312	
144210313	
144210314	
144210315	
144210316	
144210317	
144210318	
144210319	
144210320	6278
144210321	6595
144210322	7540
144210323	8842
144210324	6506
144210325	10943
144210326	1030
144210327	7422
144210328	931
144210329	7456
144210330	2519
144210331	6923
144210332	8445
144210333	6734
144210334	8418
144210335	785
144210336	5429
144210337	7473
144210338	4685
144210339	7720
144210340	7622
144210341	335
144210342	8158
144210343	992
144210344	33557
144210345	23668193
144210346	8128
144210347	7564
144210348	2153
144210349	2879
144210350	1493
144210351	8076
144210352	6944
144210353	7474
144210354	8113
144210355	1176
144210356	949
144210357	7497
144210358	7965
144210359	6228
144210360	8449
144210361	8411
144210362	996
144210363	34
144210364	244
144210365	10757
144210366	7239
144210367	6984
144210368	7057
144210369	7247
144210370	6544
144210371	7771
144210372	568
144210373	7000
144210374	1732
144210375	6896
144210376	11742
144210377	323
144210378	3102
144210379	17016
144210380	4947
144210381	8063
144210382	7471
144210383	7714
144210384	8117
144210385	7762
144210386	14264
144210387	3036
144210388	7047
144210389	6641
144210390	11966
144210391	7127
144210392	23668192
144210393	6917
144210394	8295
144210395	23675081
144210396	14257
144210397	8150
144210398	8174
144210399	16129778
144210400	8146
144210401	16043
144210402	8456
144210403	7910
144210404	8177
144210405	7896
144210406	7453
144210407	978
144210408	6643
144210409	25059
144210410	8455
144210411	31405
144210412	17593
144210413	12901
144210414	3225
144210415	8843
144210416	957
144210417	13387
144210418	299
144210419	8033
144210420	1983
144210421	8341
144210422	67000
144210423	7393
144210424	4837
144210425	3314
144210426	8496
144210427	31357
144210428	8697
144210429	3035
144210430	7276
144210431	5541
144210432	3385
144210433	9257
144210434	7311
144210435	14242
144210436	6598
144210437	980
144210438	8369
144210439	17142
144210440	8193
144210441	12902
144210442	7447
144210443	8133
144210444	311
144210445	517055
144210446	2450
144210447	6037
144210448	19658
144210449	4993
144210450	7567
144210451	6108
144210452	637563
144210453	7579
144210454	7444
144210455	8560
144210456	637566
144210457	4133
144210458	8207
144210459	8441
144210460	5054
144210461	7577
144210462	7585
144210463	7261
144210464	753
144210465	6579
144210466	2244
144210467	101560
144210468	2730
144210469	3423265
144210470	54675776
144210471	3339
144210472	5372174
144210473	289
144210474	7986
144210475	444305
144210476	8758
144210477	11335
144210478	6479
144210479	23683938
144210480	11443
144210481	13192
144210482	7292
144210483	7768
144210484	264
144210485	6786
144210486	7784
144210487	7095
144210488	7813
144210489	6163
144210490	7362
144210491	7411
144210492	24860538
144210493	16003
144210494	89594
144210495	3286
144210496	18205
144210497	6545
144210498	31307
144210499	7242
144210500	243
144210501	7367
144210502	643460
144210503	6781
144210504	8360
144210505	7249
144210506	7271
144210507	6421
144210508	7302
144210509	6914
144210510	8266
144210511	6294
144210512	6582
144210513	3767
144210514	26177
144210515	2554
144210516	5865
144210517	11432
144210518	66166
144210519	33344
144210520	43079
144210521	13283
144210522	6439420
144210523	9865514
144210524	23674746
144210525	9821217
144210526	6451325
144210527	9799979
144210528	9831581
144210529	60196399
144210530	3086618
144210531	6918686
144210532	10483134
144210533	193943
144210534	18173271
144210535	53257735
144210536	15981450
144210537	153939
144210538	170364
144210539	60196400
144210540	11472813
144210541	9931156
144210542	10233356
144210543	5481119
144210544	53316396
144210545	9865233
144210546	60196401
144210547	9882837
144210548	60196402
144210549	53316379
144210550	60196403
144210551	178019
144210552	9842616
144210553	9909677
144210554	9954540
144210555	44235958
144210556	60196404
144210557	9869105
144210558	9824131
144210559	9849616
144210560	9895468
144210561	9797360
144210562	21935081
144210563	53316380
144210564	5311271
144210565	60196405
144210566	53316382
144210567	9872438
144210568	60196406
144210569	9801235
144210570	24852044
144210571	10201497
144210572	24798733
144210573	12148754
144210574	60196407
144210575	60196408
144210576	60196409
144210577	60196410
144210578	60196411
144210579	16654936
144210580	25099474
144210581	9951932
144210582	24809526
144210583	60196412
144210584	44578765
144210585	5018304
144210586	3715
144210587	456201
144210588	53232
144210589	126941
144210590	16759173
144210591	23674889
144210592	61253
144210593	13223
144210594	2733525
144210595	2723601
144210596	15787
144210597	2796
144210598	8413
144210599	7031
144210600	657298
144210601	1775
144210602	4764
144210603	6629
144210604	7289
144210605	5280343
144210606	31249
144210607	445354
144210608	5757
144210609	9153
144210610	2202
144210611	6427097
144210612	3639
144210613	7443
144210614	10255083
144210615	31337
144210616	18692
144210617	5858445
144210618	169132
144210619	4156
144210620	7340
144210621	11164
144210622	444913
144210623	7338
144210624	8561
144210625	444795
144210626	8172
144210627	5994
144210628	5807
144210629	7185
144210630	33733
144210631	7833
144210632	8813
144210633	3034368
144210634	62311
144210635	23284
144210636	76013
144210637	2478
144210638	3657
144210639	7059
144210640	6537
144210641	22932
144210642	94037
144210643	2682
144210644	7267
144210645	10800
144210646	3293
144210647	7238
144210648	53316391
144210649	20478723
144210650	7184
144210651	11369
144210652	6739
144210653	8434
144210654	15600
144210655	454
144210656	7463
144210657	7002
144210658	7245
144210659	7947
144210660	8094
144210661	7410
144210662	196
144210663	379
144210664	7810
144210665	8635
144210666	10698
144210667	16224
144210668	7820
144210669	31253
144210670	1183
144210671	8831
144210672	79
144210673	1549026
144210674	8152
144210675	3610
144210676	6989
144210677	6305
144210678	12348
144210679	6491
144210680	7450
144210681	12329
144210682	6418
144210683	1054
144210684	2969
144210685	8800
144210686	78202
144210687	8190
144210688	25054
144210689	16584
144210690	525
144210691	31276
144210692	62459
144210693	7943
144210694	23665770
144210695	77797
144210696	71245
144210697	2943
144210698	67821
144210699	23695542
144210700	7797
144210701	5634
144210702	7795
144210703	2374
144210704	31340
144210705	7440
144210706	12130
144210707	9920342
144210708	7309
144210709	560256
144210710	77463
144210711	5360805
144210712	67542
144210713	441325
144210714	23678874
144210715	69619
144210716	4790
144210717	165746
144210718	54454
144210719	638081
144210720	93118
144210721	3117
144210722	4807
144210723	7111
144210724	8892
144210725	5359810
144210726	15436
144210727	16682828
144210728	5988
144210729	91741
144210730	69785
144210731	5991
144210732	13232
144210733	2812
144210734	5503
144210735	90258
144210736	10707
144210737	6597
144210738	27195
144210739	6950
144210740	36606
144210741	41385
144210742	16421
144210743	13542
144210744	60768
144210745	18992283
144210746	462368
144210747	54687772
144210748	9857035
144210749	10021362
144210750	9869142
144210751	9866250
144210752	10132209
144210753	13961743
144210754	156328
144210755	9984487
144210756	9935274
144210757	18551400
144210758	9839190
144210759	6914152
144210760	10407399
144210761	10145345
144210762	9861124
144210763	9865929
144210764	9955578
144210765	9888347
144210766	9930121
144210767	9932000
144210768	5362417
144210769	9867605
144210770	9810771
144210771	9959619
144210772	9969177
144210773	9843744
144210774	10198808
144210775	9949821
144210776	9908126
144210777	5724
144210778	9956127
144210779	60196413
144210780	9910393
144210781	53316393
144210782	9885850
144210783	9828356
144210784	9819350
144210785	10134976
144210786	9867257
144210787	9926621
144210788	5591
144210789	53316398
144210790	11477651
144210791	41384
144210792	3073
144210793	3559
144210794	92299
144210795	13214
144210796	25429
144210797	11813
144210798	9154
144210799	7547
144210800	38852
144210801	6251
144210802	15797
144210803	11006
144210804	6937
144210805	86102
144210806	6252
144210807	17520
144210808	7935
144210809	5284416
144210810	31222
144210811	8461
144210812	5641
144210813	2272
144210814	23673837
144210815	667493
144210816	62485
144210817	5954
144210818	6001
144210819	6895
144210820	4101
144210821	8722
144210822	8289
144210823	7270
144210824	23707968
144210825	10332
144210826	7416
144210827	8189
144210828	8698
144210829	7705
144210830	7565
144210831	7603
144210832	8115
144210833	12560
144210834	19700
144210835	6240
144210836	51556
144210837	69537
144210838	5144
144210839	133914
144210840	8437
144210841	75516
144210842	243694
144210843	261668
144210844	448537
144210845	7618
144210846	91500
144210847	22420
144210848	33599
144210849	54678486
144210850	1349907
144210851	5921
144210852	3589
144210853	12391
144210854	3397
144210855	5770
144210856	8209
144210857	2733526
144210858	7366
144210859	5359476
144210860	643820
144210861	15096
144210862	23669238
144210863	8170
144210864	82190
144210865	11169
144210866	8184
144210867	8346
144210868	5458213
144210869	7615
144210870	12397
144210871	5359657
144210872	8139
144210873	23667548
144210874	8091
144210875	2955
144210876	31362
144210877	21277
144210878	6618
144210879	5281
144210880	13
144210881	7641
144210882	6537503
144210883	33528
144210884	7668
144210885	7934
144210886	7061
144210887	22833331
144210888	11057
144210889	6853
144210890	995
144210891	6838
144210892	50599
144210893	338733
144210894	11107
144210895	35370
144210896	6128
144210897	5426
144210898	3365
144210899	6167
144210900	18283
144210901	60560
144210902	5280961
144210903	60196414
144210904	9161
144210905	8630
144210906	16682730
144210907	22206
144210908	32518
144210909	16945
144210910	24180686
144210911	10522
144210912	2776282
144210913	20279
144210914	8098
144210915	23558
144210916	2662
144210917	7642
144210918	54680782
144210919	4509
144210920	3121
144210921	443755
144210922	7670
144210923	77222
144210924	75066
144210925	9555
144210926	74888
144210927	19539
144210928	8980
144210929	6782
144210930	12358480
144210931	18725
144210932	854019
144210933	67818
144210934	21387
144210935	10229
144210936	17356
144210937	1345
144210938	13930
144210939	13089
144210940	2566
144210941	727
144210942	11285653
144210943	31736
144210944	169371
144210945	96088
144210946	833466
144210947	20725980
144210948	11723708
144210949	442972
144210950	14184
144210951	5694
144210952	86296
144210953	6497
144210954	174
144210955	11524680
144210956	104635
144210957	6960
144210958	24814
144210959	5125
144210960	24915
144210961	16760153
144210962	104926
144210963	66204
144210964	77406
144210965	65067
144210966	14106
144210967	43226
144210968	40087
144210969	75893
144210970	3033865
144210971	9963
144210972	27189
144210973	76302
144210974	3224
144210975	3346
144210976	67437
144210977	6740
144210978	3030
144210979	21954
144210980	991
144210981	7624
144210982	17891
144210983	13263
144210984	15765
144210985	29732
144210986	7551
144210987	7617
144210988	5543
144210989	13662
144210990	5281162
144210991	7017
144210992	60995
144210993	7542
144210994	7626
144210995	9864
144210996	54680691
144210997	5364079
144210998	15575641
144210999	113606
144211000	31420
144211001	66461
144211002	91773
144211003	8433
144211004	7476
144211005	9554
144211006	7601
144211007	14300
144211008	40326
144211009	26989
144211010	12586
144211011	34469
144211012	6758
144211013	73672
144211014	115224
144211015	182951
144211016	7652
144211017	21803
144211018	33775
144211019	13905
144211020	51346588
144211021	23662264
144211022	91744
144211023	21307
144211024	7479
144211025	39424
144211026	26955
144211027	521998
144211028	7793
144211029	326
144211030	2078
144211031	8827
144211032	16562
144211033	91753
144211034	76748
144211035	34526
144211036	24350
144211037	37175
144211038	15546
144211039	91768
144211040	107720
144211041	92431
144211042	17533
144211043	16760189
144211044	12968
144211045	6328651
144211046	8693
144211047	3017
144211048	30479
144211049	9502
144211050	12932
144211051	25152
144211052	20392
144211053	24180709
144211054	7555
144211055	91739
144211056	17581
144211057	4096
144211058	7506
144211059	2328
144211060	14994
144211061	26229
144211062	39965
144211063	7204
144211064	5759
144211065	5216
144211066	4477
144211067	10442
144211068	154915
144211069	38779
144211070	13878
144211071	6327657
144211072	69705
144211073	66854
144211074	66094
144211075	3488
144211076	14871
144211077	44073
144211078	73675
144211079	16181
144211080	162839
144211081	91766
144211082	3081304
144211083	2723649
144211084	2513
144211085	12069
144211086	2871
144211087	8149
144211088	11402127
144211089	8606
144211090	62781
144211091	2319
144211092	6951
144211093	178
144211094	2314
144211095	31899
144211096	39985
144211097	2126
144211098	61719
144211099	13940
144211100	66885
144211101	47866
144211102	10342051
144211103	8227
144211104	22833503
144211105	9862076
144211106	262
144211107	42586
144211108	3031
144211109	7559
144211110	25912
144211111	25146
144211112	86138
144211113	54739
144211114	25106
144211115	82326
144211116	95337
144211117	21059
144211118	17038
144211119	5383
144211120	10887985
144211121	2883
144211122	4936
144211123	5371562
144211124	4929
144211125	91650
144211126	15766
144211127	7590
144211128	4793
144211129	6433547
144211130	7620
144211131	24963
144211132	5283335
144211133	13220
144211134	16653
144211135	91735
144211136	66207
144211137	7647
144211138	443048
144211139	91776
144211140	19309
144211141	53395436
144211142	32739
144211143	3032581
144211144	39327
144211145	91759
144211146	5362620
144211147	3032791
144211148	22188
144211149	3058839
144211150	39223
144211151	93542
144211152	107080
144211153	1787910
144211154	8796
144211155	7430
144211156	7510
144211157	3039
144211158	6434889
144211159	31236
144211160	61503
144211161	3391107
144211162	4420
144211163	2086
144211164	308
144211165	4933
144211166	23682187
144211167	8482
144211168	18752
144211169	3083546
144211170	5974
144211171	6129
144211172	9601227
144211173	24781
144211174	7251
144211175	6909
144211176	43234
144211177	5853
144211178	3118
144211179	15910
144211180	5372405
144211181	86412
144211182	37517
144211183	91699
144211184	38479
144211185	62276
144211186	8914
144211187	49837
144211188	176879
144211189	137994
144211190	7884
144211191	1982
144211192	12756
144211193	15553
144211194	74574
144211195	7511
144211196	9576037
144211197	8105
144211198	11304
144211199	47326
144211200	70724
144211201	14337
144211202	25053
144211203	39385
144211204	6436605
144211205	8575
144211206	1988
144211207	1486
144211208	7650
144211209	2912
144211210	4928
144211211	5338
144211212	15684
144211213	91655
144211214	54745
144211215	9576412
144211216	53316400
144211217	5281874
144211218	91770
144211219	7560
144211220	24847
144211221	73670
144211222	6931
144211223	31200
144211224	71777
144211225	20708
144211226	6982
144211227	28935
144211228	86298
144211229	11167
144211230	25127
144211231	6948
144211232	5280567
144211233	16004
144211234	4284
144211235	5569
144211236	15331
144211237	5053
144211238	66858
144211239	7931
144211240	84098
144211241	17432
144211242	616765
144211243	7358
144211244	6912870
144211245	61008
144211246	2268
144211247	36324
144211248	439570
144211249	8084
144211250	7504
144211251	249494
144211252	65420
144211253	7675
144211254	6778
144211255	70613
144211256	22833466
144211257	31677
144211258	61016
144211259	2775
144211260	122087
144211261	86367
144211262	9959038
144211263	5360414
144211264	3317081
144211265	62341
144211266	2724333
144211267	445638
144211268	61254
144211269	14079
144211270	727
144211271	15816
144211272	62210
144211273	7980
144211274	679
144211275	54778
144211276	93541
144211277	14145
144211278	7792
144211279	7865
144211280	7461
144211281	62466
144211282	93516
144211283	29216
144211284	7800
144211285	14210
144211286	2724159
144211287	5430
144211288	61014
144211289	112039
144211290	5284341
144211291	31225
144211292	7940
144211293	15678
144211294	86751
144211295	5283292
144211296	8092
144211297	3026
144211298	82646
144211299	4169
144211300	11485
144211301	4937
144211302	11002
144211303	2723622
144211304	8096
144211305	8268
144211306	8039
144211307	10788
144211308	7693
144211309	71478
144211310	67284
144211311	86222
144211312	80277
144211313	5271565
144211314	23676752
144211315	4130
144211316	7823
144211317	7628
144211318	54738
144211319	24705
144211320	31645
144211321	3032472
144211322	8046
144211323	23677967
144211324	86137
144211325	7533
144211326	71482
144211327	11784975
144211328	5281167
144211329	54740
144211330	8016
144211331	11868
144211332	25204
144211333	3120
144211334	24365
144211335	23661868
144211336	14231
144211337	66030
144211338	2256
144211339	80566
144211340	3883
144211341	153974
144211342	25572
144211343	11487
144211344	7654
144211345	86418
144211346	180089
144211347	12860
144211348	7778
144211349	30773
144211350	82145
144211351	2723650
144211352	66187
144211353	8088
144211354	7828
144211355	86354
144211356	7710
144211357	53518
144211358	8114
144211359	213031
144211360	7660
144211361	62829
144211362	8554
144211363	213021
144211364	213016
144211365	15965
144211366	86398
144211367	13218777
144211368	5367650
144211369	52923
144211370	66357
144211371	6915
144211372	10269
144211373	61005
144211374	3794540
144211375	22772
144211376	91758
144211377	6720
144211378	92425
144211379	61510
144211380	21804
144211381	5281872
144211382	90462
144211383	5282198
144211384	66117
144211385	60196415
144211386	6327366
144211387	8056
144211388	22563
144211389	30692
144211390	86429
144211391	86266
144211392	69413
144211393	11097730
144211394	8607
144211395	5371560
144211396	83823
144211397	8019
144211398	7749
144211399	41381
144211400	32241
144211401	517827
144211402	50897
144211403	10560
144211404	10197650
144211405	50367
144211406	7656
144211407	91754
144211408	86369
144211409	7877
144211410	10403199
144211411	93379
144211412	12813
144211413	50465
144211414	23700088
144211415	643684
144211416	20965
144211417	105010
144211418	39676
144211419	5455
144211420	15415
144211421	24699
144211422	18831
144211423	28999
144211424	7803
144211425	5355856
144211426	6259842
144211427	86173
144211428	9411
144211429	33360
144211430	22833489
144211431	3352
144211432	7738
144211433	7695
144211434	62097
144211435	4109
144211436	8375
144211437	36565
144211438	74651
144211439	7655
144211440	235414
144211441	75227
144211442	13754
144211443	7462
144211444	16004722
144211445	6919
144211446	10367
144211447	6422843
144211448	8007
144211449	12056759
144211450	22833506
144211451	27982
144211452	6336
144211453	7996
144211454	6433944
144211455	61018
144211456	2728
144211457	86736
144211458	125098
144211459	2075
144211460	8427
144211461	213032
144211462	115268
144211463	11826859
144211464	7580
144211465	60490
144211466	2337
144211467	91757
144211468	7020
144211469	33
144211470	9560
144211471	107646
144211472	34192
144211473	31657
144211474	2723630
144211475	86302
144211476	247
144211477	7328
144211478	3082
144211479	440967
144211480	86160
144211481	32154
144211482	61007
144211483	47938
144211484	8049
144211485	7790
144211486	7702
144211487	28780
144211488	8072
144211489	7873
144211490	5282108
144211491	7888
144211492	17406
144211493	19587
144211494	91731
144211495	6808
144211496	73665
144211497	8048
144211498	7541
144211499	3033842
144211500	88855
144211501	23676736
144211502	86132
144211503	7881
144211504	61038
144211505	8080
144211506	20949
144211507	31386
144211508	213027
144211509	96393
144211510	3033674
144211511	7945
144211512	7794
144211513	8010
144211514	2018
144211515	86749
144211516	4348
144211517	7756
144211518	8621
144211519	15531
144211520	25238
144211521	8017
144211522	7825
144211523	100524
144211524	4944
144211525	246728
144211526	51605
144211527	6327546
144211528	2735045
144211529	8454
144211530	32490
144211531	3830
144211532	7219
144211533	18542136
144211534	31265
144211535	2998
144211536	36870
144211537	4644
144211538	23687810
144211539	11437710
144211540	86356
144211541	12898
144211542	87820
144211543	20546
144211544	11355992
144211545	61594
144211546	86013
144211547	69508
144211548	110747
144211549	106701
144211550	9907412
144211551	12942137
144211552	43371
144211553	73764
144211554	90509
144211555	64865
144211556	62379
144211557	15069
144211558	2763760
144211559	87323
144211560	18193
144211561	31355
144211562	119193
144211563	50293
144211564	41463
144211565	117640
144211566	64832
144211567	70811
144211568	91683
144211569	54678504
144211570	6451155
144211571	53672
144211572	91692
144211573	89440
144211574	73539
144211575	21080
144211576	28768
144211577	108312
144211578	6733
144211579	102293
144211580	19665
144211581	12998
144211582	77287
144211583	171018
144211584	74266
144211585	170249
144211586	520789
144211587	18016
144211588	3036974
144211589	66573
144211590	1551245
144211591	19800
144211592	60196416
144211593	104386
144211594	90551
144211595	6099917
144211596	82058
144211597	26068
144211598	66638
144211599	4128060
144211600	77780
144211601	117734
144211602	61931
144211603	2723715
144211604	8617
144211605	24261
144211606	6385
144211607	
144211608	
144211609	12296
144211610	4875
144211611	807
144211612	2723949
144211613	31239
144211614	12542
144211615	757
144211616	31264
144211617	9060
144211618	6872
144211619	67329
144211620	23688987
144211621	60196418
144211622	3032854
144211623	106705
144211624	62389
144211625	10908
144211626	9794
144211627	16241
144211628	18137
144211629	80900
144211630	23681045
144211631	31214
144211632	7155
144211633	2735086
144211634	6999977
144211635	91693
144211636	4778
144211637	3092
144211638	24874
144211639	516910
144211640	7465
144211641	6636
144211642	23690438
144211643	11488
144211644	2735107
144211645	90479
144211646	36679
144211647	15530
144211648	21330
144211649	34313
144211650	36392
144211651	9298
144211652	15969
144211653	10303
144211654	7403
144211655	91727
144211656	118703
144211657	9013
144211658	51392
144211659	73791
144211660	253881
144211661	23617864
144211662	164333
144211663	23700091
144211664	91664
144211665	6997371
144211666	8738
144211667	8769
144211668	23676735
144211669	7348
144211670	74523
144211671	27295
144211672	28292
144211673	34766
144211674	18055
144211675	37125
144211676	26033
144211677	15629
144211678	17517
144211679	997
144211680	5510
144211681	99597
144211682	803
144211683	24290
144211684	4055
144211685	31398
144211686	8753
144211687	22344
144211688	12521030
144211689	18048
144211690	61329
144211691	6515
144211692	442343
144211693	11357
144211694	62592
144211695	10364
144211696	5238
144211697	3720192
144211698	14205677
144211699	8888
144211700	66755
144211701	637520
144211702	8163
144211703	91593
144211704	517383
144211705	11722
144211706	16306
144211707	8422
144211708	2723631
144211709	62347
144211710	8908
144211711	517326
144211712	75982
144211713	22833395
144211714	87391
144211715	94932
144211716	78860
144211717	111032
144211718	66609
144211719	11284883
144211720	27979
144211721	62334
144211722	17701
144211723	96170
144211724	81629
144211725	29858
144211726	1711973
144211727	93335
144211728	13134
144211729	12336279
144211730	60196419
144211731	93079
144211732	189821
144211733	6249
144211734	8228
144211735	1548887
144211736	33443
144211737	16212360
144211738	17531
144211739	1488
144211740	16247
144211741	17516
144211742	16116
144211743	13081
144211744	38884
144211745	267210
144211746	60196420
144211747	1474
144211748	92874
144211749	6730
144211750	4292413
144211751	13617
144211752	6420013
144211753	6024631
144211754	19604
144211755	73917
144211756	23672589
144211757	222786
144211758	1030
144211759	92363
144211760	7389
144211761	97780
144211762	69627
144211763	14842
144211764	31957
144211765	91734
144211766	6145
144211767	6694
144211768	73854
144211769	66571
144211770	176
144211771	13150
144211772	9782
144211773	192197
144211774	18980
144211775	6624
144211776	21648
144211777	72700
144211778	69985
144211779	70355
144211780	15325
144211781	67277
144211782	5371084
144211783	3270262
144211784	81278
144211785	93012
144211786	62428
144211787	5354266
144211788	107282
144211789	90255
144211790	21202
144211791	76921
144211792	23661981
144211793	94310
144211794	12163
144211795	79688
144211796	17880
144211797	81239
144211798	21576
144211799	84733
144211800	6504
144211801	40273
144211802	70262
144211803	23662274
144211804	23695324
144211805	6785
144211806	85821
144211807	5354456
144211808	8995
144211809	5727
144211810	9274
144211811	69990
144211812	1549133
144211813	13654
144211814	5281515
144211815	14465
144211816	12377
144211817	8298
144211818	81346
144211819	3714831
144211820	6328250
144211821	74745
144211822	7116
144211823	71577
144211824	79050
144211825	24210
144211826	20239
144211827	21088
144211828	3086157
144211829	11799
144211830	82056
144211831	8830
144211832	20691
144211833	23435
144211834	20169
144211835	70248
144211836	77680
144211837	69685
144211838	534543
144211839	23661867
144211840	8416
144211841	10346
144211842	6507024
144211843	6683
144211844	75706
144211845	118193
144211846	352309
144211847	6238
144211848	80434
144211849	3957
144211850	66308
144211851	6867
144211852	3033877
144211853	75444
144211854	79633
144211855	44135445
144211856	94684
144211857	33786
144211858	70213
144211859	61585
144211860	104143
144211861	32897
144211862	16204922
144211863	85862
144211864	439501
144211865	16143
144211866	7212
144211867	3033871
144211868	61053
144211869	20179
144211870	27020
144211871	10234
144211872	23665772
144211873	23017
144211874	51369
144211875	12059
144211876	16002
144211877	4578030
144211878	93528
144211879	27689
144211880	40520
144211881	17435
144211882	19402
144211883	33500
144211884	91708
144211885	91673
144211886	91707
144211887	4767
144211888	93365
144211889	37995
144211890	10107
144211891	19756
144211892	28213
144211893	22544
144211894	11140605
144211895	32184
144211896	91778
144211897	9570290
144211898	12309465
144211899	54886
144211900	75345
144211901	76716
144211902	66491
144211903	16362
144211904	19518
144211905	1807
144211906	4493
144211907	54685925
144211908	5983
144211909	62445
144211910	24750
144211911	4513
144211912	181518
144211913	66793
144211914	1533
144211915	637759
144211916	21220
144211917	13831
144211918	8673
144211919	77117
144211920	20812
144211921	5756
144211922	16846
144211923	31352
144211924	70916
144211925	69229
144211926	2723869
144211927	75557
144211928	160138
144211929	85505
144211930	16834
144211931	76382
144211932	14569
144211933	39230
144211934	75821
144211935	81766
144211936	24191
144211937	12613
144211938	72921
144211939	24512
144211940	17291
144211941	81410
144211942	102821
144211943	77956
144211944	6669
144211945	10568
144211946	8652
144211947	108675
144211948	19137
144211949	87019
144211950	173604
144211951	3259
144211952	79302
144211953	3255932
144211954	14869
144211955	22278
144211956	118379
144211957	80037
144211958	6924
144211959	64805
144211960	94544
144211961	93375
144211962	6321405
144211963	16303
144211964	89953
144211965	1252759
144211966	85335
144211967	67236
144211968	122612
144211969	80373
144211970	4320947
144211971	23682559
144211972	671
144211973	76079
144211974	8420
144211975	98723
144211976	31335
144211977	17858
144211978	53172
144211979	61196
144211980	16135
144211981	92387
144211982	75654
144211983	6621
144211984	78435
144211985	108381
144211986	175956
144211987	32912
144211988	78882
144211989	5067511
144211990	15627
144211991	31234
144211992	81984
144211993	87329
144211994	243274
144211995	62411
144211996	20803
144211997	2797
144211998	16387
144211999	6327514
144212000	15284
144212001	87425
144212002	62556
144212003	11450
144212004	75430
144212005	15144
144212006	12198
144212007	90038
144212008	81207
144212009	5371102
144212010	2777208
144212011	6772
144212012	75494
144212013	9445
