PUBCHEM_SID	PUBCHEM_CID
144206587	24762
144206588	644077
144206589	5284483
144206590	20054942
144206591	15895902
144206592	10288
144206593	999
144206594	10382
144206595	2723816
144206596	4117
144206597	6322
144206598	5833
144206599	4595
144206600	6249
144206601	171548
144206602	64949
144206603	23327
144206604	33032
144206605	71346
144206606	443385
144206607	16211197
144206608	6433339
144206609	610682
144206610	6420042
144206611	55652
144206612	9305
144206613	20055082
144206614	5283344
144206615	92151
144206616	6328684
144206617	23672302
144206618	6400441
144206619	44460585
144206620	240
144206621	9719
144206622	3016
144206623	24905147
144206624	3055
144206625	5702068
144206626	65800
144206627	5507
144206628	7558
144206629	114948
144206630	11556711
144206631	8293
144206632	148192
144206633	50491
144206634	1923
144206635	6317
144206636	21640
144206637	54339
144206638	107807
144206639	148124
144206640	13755
144206641	16682987
144206642	23705
144206643	6058
144206644	16760141
144206645	443382
144206646	12449
144206647	8111
144206648	77942
144206649	16212447
144206650	3032281
144206651	6904
144206652	93184
144206653	8550
144206654	444212
144206655	5282593
144206656	444266
144206657	5281250
144206658	4041
144206659	23668516
144206660	3715
144206661	2800
144206662	8225
144206663	7436
144206664	60196345
144206665	60196345
144206666	107715
144206667	14743
144206668	24180680
144206669	9548595
144206670	6216
144206671	71264
144206672	23665888
144206673	11065
144206674	43815
144206675	71890
144206676	63002
144206677	4476
144206678	3743
144206679	60714
144206680	5284584
144206681	60196346
144206682	31326
144206683	443928
144206684	68549
144206685	71113
144206686	5736
144206687	34081
144206688	4870
144206689	198165
144206690	92965
144206691	23688977
144206692	39912
144206693	5284529
144206694	5876
144206695	11693
144206696	11693
144206697	2515
144206698	656604
144206699	50294
144206700	6257
144206701	444037
144206702	2717
144206703	5484727
144206704	71587
144206705	68624
144206706	62937
144206707	7188
144206708	5994
144206709	6446
144206710	7083
144206711	5360410
144206712	6010
144206713	6010
144206714	7902
144206715	2724333
144206716	5793
144206717	7618
144206718	9904
144206719	21700
144206720	5282430
144206721	5282430
144206722	60196347
144206723	3747
144206724	2006
144206725	10113978
144206726	16052038
144206727	65632
144206728	8395
144206729	8395
144206730	10212
144206731	60196264
144206732	16961
144206733	3702
144206734	54685925
144206735	2723601
144206736	54678486
144206737	119020
144206738	11650
144206739	636396
144206740	71277
144206741	3037582
144206742	23667299
144206743	54677470
144206744	9920715
144206745	439318
144206746	6398970
144206747	122797
144206748	6437877
144206749	5561
144206750	9904
144206751	208947
144206752	3089
144206753	3047798
144206754	213037
144206755	60196348
144206756	644025
144206757	182137
144206758	92094
144206759	14985
144206760	16051931
144206761	9800972
144206762	284314
144206763	24194514
144206764	3003870
144206765	9434
144206766	16682839
144206767	12305761
144206768	8954
144206769	28871
144206770	28871
144206771	656634
144206772	443949
144206773	16106
144206774	3015003
144206775	101587
144206776	8589
144206777	55361
144206778	23616254
144206779	5468154
144206780	400769
144206781	3034658
144206782	60196349
144206783	223866
144206784	12164
144206785	60196306
144206786	248057
144206787	108150
144206788	6321418
144206789	12113
144206790	638072
144206791	2879
144206792	6992284
144206793	403
144206794	6584
144206795	240
144206796	7501
144206797	20250
144206798	68547
144206799	57823090
144206800	10251042
144206801	129209
144206802	5282215
144206803	27891
144206804	3003141
144206805	4783
144206806	130956
144206807	216237
144206808	210301
144206809	3740
144206810	6918126
144206811	9811353
144206812	53315139
144206813	132916
144206814	132916
144206815	23663963
144206816	185457
144206817	1999
144206818	125564
144206819	151173
144206820	10133071
144206821	3035267
144206822	26602
144206823	5282203
144206824	133264
144206825	71809
144206826	130990
144206827	72004
144206828	3309
144206829	9568078
144206830	5282450
144206831	6918106
144206832	65870
144206833	127998
144206834	129319
144206835	23684123
144206836	60196350
144206837	20054967
144206838	3045414
144206839	60810
144206840	65953
144206841	60790
144206842	443947
144206843	4726
144206844	167180
144206845	164486
144206846	20749
144206847	19596
144206848	60751
144206849	34051
144206850	129991
144206851	119175
144206852	60196351
144206853	5464257
144206854	71793
144206855	5311398
144206856	53948566
144206857	60021
144206858	15004
144206859	71900
144206860	33176
144206861	9570475
144206862	35751
144206863	65394
144206864	34870
144206865	60196352
144206866	4474062
144206867	53359
144206868	27901
144206869	91273
144206870	71467
144206871	31473
144206872	26391
144206873	3489
144206874	636399
144206875	208925
144206876	4921
144206877	66067
144206878	4047
144206879	20056549
144206880	4257
144206881	44341259
144206882	11499
144206883	688576
144206884	208836
144206885	3300
144206886	32995
144206887	164072
144206888	164072
144206889	71837
144206890	2461
144206891	198695
144206892	198707
144206893	229455
144206894	21800
144206895	31378
144206896	59774
144206897	14520
144206898	6434144
144206899	102428
144206900	80311
144206901	5284555
144206902	168870
144206903	2151
144206904	7314
144206905	6917728
144206906	15605556
144206907	10041070
144206908	9570290
144206909	86418
144206910	13081
144206911	2723722
144206912	156414
144206913	10127622
144206914	6918454
144206915	9826528
144206916	148177
144206917	3038522
144206918	176167
144206919	24964624
144206920	60196353
144206921	68781
144206922	5832
144206923	60196281
144206924	2724552
144206925	72081
144206926	444000
144206927	6410758
144206928	6526396
144206929	41375
144206930	16051933
144206931	45356872
144206932	60196354
144206933	16052015
144206934	5597
144206935	5311051
144206936	6917067
144206937	156422
144206938	5284517
144206939	16051954
144206940	16760141
144206941	3050408
144206942	92877
144206943	2159
144206944	25561
144206945	5281915
144206946	12598086
144206947	9910986
144206948	6435335
144206949	62820
144206950	26041
144206951	6438394
144206952	10631
144206953	192826
144206954	656804
144206955	60196356
144206956	643684
144206957	60196357
144206958	60149
144206959	5281064
144206960	443385
144206961	5359657
144206962	23479
144206963	5282367
144206964	7991
144206965	12922658
144206966	9298
144206967	439693
144206968	119171
144206969	657237
144206970	37767
144206971	60149
144206972	124246
144206973	65359
144206974	10633
144206975	9298
144206976	14982
144206977	644076
144206978	6526396
144206979	65889
144206980	37888454
144206981	392622
144206982	55250378
144206983	68781
144206984	44460585
144206985	6060
144206986	311
144206987	443753
144206988	16211610
144206989	23667631
144206990	36605
144206991	4539
144206992	9832750
144206993	20054964
144206994	40854
144206995	2879
144206996	8546
144206997	19571
144206998	7510
144206999	3840
144207000	697993
144207001	5280531
144207002	338
144207003	8365
144207004	4101
144207005	5284351
144207006	7681
144207007	31234
144207008	8361
144207009	53315431
144207010	20250
144207011	6880
144207012	996
144207013	3259
144207014	3102
144207015	
144207016	86472
144207017	3270262
144207018	23673837
144207019	2767
144207020	441244
144207021	11643980
144207022	1981
144207023	5311010
144207024	657201
144207025	60496
144207026	403
144207027	441325
144207028	9853654
144207029	5311035
144207030	9833444
144207031	5745
144207032	11956149
144207033	656833
144207034	23667300
144207035	2543
144207036	23665731
144207037	38103
144207038	5484438
144207039	6301
144207040	24066
144207041	19529
144207042	2997
144207043	62064
144207044	23675786
144207045	104769
144207046	443953
144207047	48040
144207048	16158
144207049	16850
144207050	23694214
144207051	169870
144207052	3671
144207053	3739
144207054	441337
144207055	55008
144207056	657180
144207057	5761
144207058	11273
144207059	6076
144207060	247
144207061	65709
144207062	6603759
144207063	74724
144207064	11224
144207065	162834
144207066	172306
144207067	11957572
144207068	6604122
144207069	135242
144207070	71157
144207071	5281032
144207072	58504
144207073	5472495
144207074	60854
144207075	4170
144207076	23680530
144207077	441308
144207078	110823
144207079	14842
144207080	4947
144207081	31236
144207082	2969
144207083	1183
144207084	8467
144207085	8554
144207086	31404
144207087	120070
144207088	9920342
144207089	5462508
144207090	23665772
144207091	60196358
144207092	83823
144207093	6054
144207094	76654
144207095	33630
144207096	517321
144207097	60196359
144207098	638034
144207099	7214
144207100	60196360
144207101	10374
144207102	7010
144207103	7697
144207104	51668574
144207105	101576
144207106	439709
144207107	23677960
144207108	92729
144207109	5443
144207110	20838960
144207111	19604
144207112	1175
144207113	4837
144207114	159278
144207115	151166
144207116	5870
144207117	63049
144207118	3658
144207119	60196361
144207120	3042
144207121	60196362
144207122	517326
144207123	54911
144207124	750
144207125	2944
144207126	197942
144207127	135242
144207128	2912
144207129	6197
144207130	93504
144207131	56972160
144207132	193949
144207133	5152
144207134	6917728
144207135	6435378
144207136	158793
144207137	60196296
144207138	9821849
144207139	5284620
144207140	65280
144207141	23625795
144207142	54897
144207143	65889
144207144	60196364
144207145	3036780
144207146	6450551
144207147	656667
144207148	60196285
144207149	46780884
144207150	2451
144207151	60196365
144207152	9048
144207153	60196366
144207154	57372628
144207155	152943
144207156	6918003
144207157	38347
144207158	9802545
144207159	71360
144207160	3731
144207161	5284587
144207162	6476
144207163	4235
144207164	60196367
144207165	9890250
144207166	60875
144207167	11626384
144207168	24978553
144207169	147912
144207170	10158453
144207171	5311454
144207172	5311
144207173	60196368
144207174	3082221
144207175	3082221
144207176	6398764
144207177	3033151
144207178	5282175
144207179	9906942
144207180	22386467
144207181	43116
144207182	9574101
144207183	5720
144207184	72158
144207185	5352624
144207186	54680660
144207187	202195
144207188	75195
144207189	3767
144207190	47510
144207191	130313
144207192	54675783
144207193	1054
144207194	610682
144207195	4893
144207196	60196370
144207197	4066
144207198	104758
144207199	7483
144207200	8030
144207201	643833
144207202	76985
144207203	21660
144207204	6113
144207205	62660
144207206	13594
144207207	13676
144207208	1254
144207209	6396
144207210	31284
144207211	62449
144207212	13363
144207213	18170
144207214	67955
144207215	11138
144207216	7498
144207217	642197
144207218	6537505
144207219	3543259
144207220	11137
144207221	12281
144207222	6561
144207223	3282
144207224	154914
144207225	6571
144207226	6510
144207227	14896
144207228	18050
144207229	15313
144207230	5281707
144207231	165286
144207232	27655
144207233	7521
144207234	8102
144207235	15439
144207236	19920
144207237	5943
144207238	22710
144207239	6569
144207240	7216
144207241	15965
144207242	5391
144207243	6693
144207244	8924
144207245	75103
144207246	61002
144207247	6861
144207248	12694
144207249	7557
144207250	8143
144207251	28503
144207252	4649906
144207253	6537495
144207254	12443
144207255	6584
144207256	7248
144207257	16212317
144207258	6416
144207259	6818
144207260	9005
144207261	91538
144207262	22833389
144207263	13836
144207264	21694
144207265	6557
144207266	7595
144207267	8247
144207268	15752
144207269	5281034
144207270	11346
144207271	3894848
144207272	6591
144207273	7260
144207274	4890
144207275	61017
144207276	7022
144207277	9635
144207278	62500
144207279	90960
144207280	5284371
144207281	64961
144207282	16218793
144207283	7607
144207284	8373
144207285	29872
144207286	20750
144207287	11505
144207288	12576
144207289	6633
144207290	13745
144207291	5282379
144207292	8258
144207293	2247
144207294	10723
144207295	81313
144207296	78771
144207297	72884
144207298	16741
144207299	2734247
144207300	7666
144207301	8390
144207302	6537493
144207303	21013
144207304	6035
144207305	6440556
144207306	6654
144207307	7298
144207308	2707
144207309	5284499
144207310	17100
144207311	222536
144207312	26690
144207313	23194
144207314	16682740
144207315	75146
144207316	11499271
144207317	7684
144207318	8438
144207319	16449
144207320	5743
144207321	11671
144207322	12748
144207323	13205
144207324	7321
144207325	66245
144207326	5364713
144207327	7509
144207328	10313079
144207329	31432
144207330	29096
144207331	12342
144207332	61100
144207333	2734223
144207334	7726
144207335	8502
144207336	16659
144207337	10453
144207338	11746
144207339	6279
144207340	6811
144207341	7369
144207342	11443
144207343	5793
144207344	7734
144207345	12017
144207346	6490
144207347	61020
144207348	7597
144207349	54676228
144207350	7748
144207351	31296
144207352	16932
144207353	5811
144207354	36159
144207355	5578
144207356	6893
144207357	7407
144207358	115157
144207359	7354
144207360	7757
144207361	10176127
144207362	171144
144207363	75471
144207364	3226
144207365	72
144207366	5382
144207367	25608
144207368	32346
144207369	40301
144207370	4276
144207371	61410
144207372	13432
144207373	7438
144207374	99953
144207375	8085
144207376	7829
144207377	12989
144207378	36081
144207379	24287
144207380	62857
144207381	38018
144207382	7819
144207383	25833
144207384	7529
144207385	10704
144207386	11859
144207387	5558
144207388	6969
144207389	7472
144207390	10486
144207391	23707968
144207392	6514
144207393	13381
144207394	92321
144207395	10329304
144207396	12089
144207397	627458
144207398	7858
144207399	16097
144207400	9253
144207401	10797
144207402	11899
144207403	6365
144207404	6988
144207405	7834
144207406	41022
144207407	8112
144207408	61032
144207409	2723942
144207410	3035467
144207411	1910825
144207412	3727
144207413	522105
144207414	7912
144207415	8794
144207416	18177
144207417	10866
144207418	11954
144207419	6397
144207420	7044
144207421	23160050
144207422	5378708
144207423	5364509
144207424	8151
144207425	517063
144207426	7469
144207427	62477
144207428	15074
144207429	5576
144207430	7949
144207431	15132
144207432	18502
144207433	24883
144207434	22571
144207435	2537
144207436	7062
144207437	24723
144207438	10474
144207439	8037
144207440	5281116
144207441	74348
144207442	8452
144207443	50516
144207444	643991
144207445	115089
144207446	8003
144207447	15206
144207448	18604
144207449	21622
144207450	12124
144207451	24314
144207452	7101
144207453	47491
144207454	24937
144207455	6233
144207456	30623
144207457	16990
144207458	11387
144207459	23082568
144207460	22086
144207461	26633
144207462	19463
144207463	7487
144207464	7503
144207465	7526
144207466	7570
144207467	700999
144207468	13931
144207469	7671
144207470	307
144207471	7737
144207472	7765
144207473	61527
144207474	7835
144207475	14090
144207476	7918
144207477	7950
144207478	8004
144207479	8031
144207480	8061
144207481	14223
144207482	8147
144207483	7494
144207484	8374
144207485	8394
144207486	8443
144207487	31217
144207488	5993
144207489	2788
144207490	7929
144207491	26132
144207492	8855
144207493	27054
144207494	5273621
144207495	27582
144207496	7515
144207497	2723754
144207498	15660
144207499	62725
144207500	16180
144207501	30231
144207502	4485
144207503	5918804
144207504	16993
144207505	17111
144207506	7546
144207507	9280
144207508	18360
144207509	18510
144207510	6537506
144207511	6440940
144207512	6439929
144207513	1548943
144207514	20138
144207515	6028739
144207516	78392
144207517	21058
144207518	5758
144207519	5784
144207520	5817
144207521	10660
144207522	10721
144207523	447
144207524	10867
144207525	95170
144207526	230976
144207527	11080
144207528	19266
144207529	11245
144207530	4064
144207531	11356
144207532	11560
144207533	11584
144207534	11673
144207535	11750
144207536	2391
144207537	11852
144207538	11875
144207539	11910
144207540	12018
144207541	12091
144207542	22586
144207543	6115
144207544	12302
144207545	12364
144207546	12456
144207547	12512
144207548	5356785
144207549	106729
144207550	6264
144207551	5329
144207552	6319
144207553	6332
144207554	6358
144207555	6366
144207556	6403
144207557	61207
144207558	13032
144207559	6534
144207560	6564
144207561	6570
144207562	6588
144207563	398
144207564	6637
144207565	6658
144207566	157882
144207567	6828
144207568	6894
144207569	7589
144207570	6974
144207571	6996
144207572	7046
144207573	7098
144207574	7102
144207575	13610
144207576	2482
144207577	7236
144207578	7250
144207579	7262
144207580	7280
144207581	7301
144207582	2406
144207583	7374
144207584	7423
144207585	7441
144207586	7499
144207587	7838
144207588	54891
144207589	44072
144207590	11659
144207591	54960
144207592	91604
144207593	8442
144207594	71833
144207595	3068143
144207596	8809
144207597	4685
144207598	440917
144207599	6428
144207600	2879
144207601	533728
144207602	6563
144207603	10452
144207604	7923
144207605	1091
144207606	11733
144207607	8496
144207608	3024
144207609	16760658
144207610	6942
144207611	8146
144207612	31261
144207613	13360
144207614	7453
144207615	3305
144207616	8148
144207617	31204
144207618	8071
144207619	34763
144207620	11666
144207621	7622
144207622	6277
144207623	6417
144207624	6517
144207625	6788
144207626	6935
144207627	7027
144207628	64947
144207629	7412
144207630	7568
144207631	7735
144207632	7764
144207633	7868
144207634	7910
144207635	8110
144207636	8155
144207637	8265
144207638	8472
144207639	31337
144207640	31405
144207641	8946
144207642	5283387
144207643	10401
144207644	10724
144207645	11040
144207646	69027
144207647	12053
144207648	12374
144207649	15122
144207650	70324
144207651	14456
144207652	15290
144207653	6327116
144207654	17043
144207655	17593
144207656	62475
144207657	23675796
144207658	78501
144207659	22932
144207660	23368
144207661	159747
144207662	9568808
144207663	33263
144207664	33934
144207665	94483
144207666	114129
144207667	7112
144207668	7892
144207669	67151
144207670	12160
144207671	13602
144207672	15348
144207673	75498
144207674	18062
144207675	7198
144207676	2723856
144207677	82029
144207678	117915
144207679	516872
144207680	77080
144207681	1118
144207682	24648
144207683	22833454
144207684	62130
144207685	174174
144207686	5284346
144207687	146540
144207688	7302
144207689	10133
144207690	6209
144207691	14500
144207692	38221
144207693	6673
144207694	3081
144207695	522325
144207696	14075
144207697	77342
144207698	90547
144207699	20240
144207700	5922
144207701	7955
144207702	13622
144207703	7409
144207704	7253
144207705	6670
144207706	11945
144207707	4594
144207708	4763
144207709	5858445
144207710	6956
144207711	197873
144207712	5284451
144207713	656582
144207714	54704426
144207715	10891
144207716	7247
144207717	88898
144207718	4343483
144207719	12867
144207720	13203
144207721	67299
144207722	11701
144207723	12681
144207724	12372
144207725	7420
144207726	12244
144207727	12046
144207728	11262
144207729	10457
144207730	74563
144207731	999
144207732	867
144207733	8256
144207734	61144
144207735	12530
144207736	8186
144207737	25015
144207738	14138
144207739	8348
144207740	83050
144207741	8570
144207742	73851
144207743	87250
144207744	17569
144207745	16211115
144207746	586708
144207747	56638112
144207748	69150
144207749	23019
144207750	16211135
144207751	53316406
144207752	6620
144207753	608116
144207754	13065
144207755	6619
144207756	84677
144207757	102724
144207758	6799
144207759	8633
144207760	60196294
144207761	2724552
144207762	222285
144207763	60196371
144207764	6427
144207765	17321
144207766	20353
144207767	212930
144207768	23535
144207769	60967
144207770	7482
144207771	18745
144207772	151932
144207773	16218739
144207774	3015167
144207775	2734160
144207776	193581
144207777	171257
144207778	13379149
144207779	22678982
144207780	44630019
144207781	2734167
144207782	11243457
144207783	11832800
144207784	2734244
144207785	11171745
144207786	2734174
144207787	11492381
144207788	12040509
144207789	11424151
144207790	11461044
144207791	22239085
144207792	53316407
144207793	2734227
144207794	10250129
144207795	12991988
144207796	2758873
144207797	53260965
144207798	2734231
144207799	159924
144207800	2734237
144207801	16211009
144207802	10197675
144207803	11321106
144207804	10560335
144207805	11212667
144207806	2734241
144207807	2734176
144207808	2734238
144207809	2734239
144207810	2734172
144207811	2734177
144207812	53316409
144207813	11076461
144207814	16213711
144207815	7490
144207816	8035
144207817	7840
144207818	9709
144207819	2331
144207820	12252
144207821	2576
144207822	13619
144207823	53316417
144207824	12059921
144207825	6495
144207826	31347
144207827	76191
144207828	25171607
144207829	6929
144207830	9958
144207831	6554
144207832	240
144207833	8062
144207834	15394
144207835	9808
144207836	5935
144207837	5325504
144207838	6565
144207839	7192
144207840	28700
144207841	31297
144207842	6577
144207843	8868
144207844	62493
144207845	61274
144207846	2518
144207847	9414
144207848	11734
144207849	7543
144207850	8125
144207851	28207
144207852	5366546
144207853	92629
144207854	12375
144207855	6227
144207856	7237
144207857	22833294
144207858	6379
144207859	85689
144207860	67349
144207861	77929
144207862	17234
144207863	9324
144207864	11112
144207865	24233
144207866	7586
144207867	8197
144207868	28697
144207869	20250
144207870	11328
144207871	12468
144207872	6589
144207873	7258
144207874	727
144207875	7288
144207876	6936
144207877	9483
144207878	21210
144207879	18196
144207880	6881
144207881	11830
144207882	77353
144207883	60999
144207884	197835
144207885	29228
144207886	67967
144207887	6013
144207888	61186
144207889	
144207890	7264
144207891	53462
144207892	13539
144207893	11460221
144207894	10473
144207895	11375816
144207896	77290
144207897	60960
144207898	4616
144207899	76564
144207900	7621
144207901	227
144207902	88365
144207903	10236
144207904	11568
144207905	12589
144207906	16212746
144207907	7281
144207908	2336
144207909	8908
144207910	7333
144207911	10795
144207912	82261
144207913	23670844
144207914	69917
144207915	12040508
144207916	2734163
144207917	7681
144207918	8407
144207919	9158
144207920	329983
144207921	11597
144207922	6214
144207923	3378440
144207924	2155
144207925	7097
144207926	13436
144207927	7495
144207928	11124
144207929	87154
144207930	85557
144207931	12703
144207932	10941
144207933	2734175
144207934	7719
144207935	8494
144207936	16637
144207937	10423
144207938	11684
144207939	263
144207940	6737
144207941	7331
144207942	25418
144207943	590836
144207944	66912
144207945	11872
144207946	90263
144207947	6815
144207948	16212610
144207949	6921
144207950	12036651
144207951	7745
144207952	31230
144207953	31553
144207954	5787
144207955	6053
144207956	6323490
144207957	6829
144207958	7386
144207959	7158
144207960	439709
144207961	61012
144207962	638144
144207963	75311
144207964	15133
144207965	2777982
144207966	2734243
144207967	7766
144207968	4463
144207969	68589
144207970	5284459
144207971	11783
144207972	10900
144207973	6899
144207974	7426
144207975	8058
144207976	6593
144207977	5271569
144207978	12682
144207979	24752
144207980	20129
144207981	8453
144207982	517277
144207983	7791
144207984	25711
144207985	17163
144207986	2723598
144207987	22463
144207988	6333
144207989	6945
144207990	70452
144207991	1727
144207992	7293
144207993	7869
144207994	6432115
144207995	93221
144207996	24412
144207997	10114
144207998	2083
144207999	7841
144208000	7240
144208001	76063
144208002	10758
144208003	11876
144208004	6359
144208005	6979
144208006	7501
144208007	16218822
144208008	7343
144208009	8012
144208010	13848
144208011	24451
144208012	24813
144208013	5754
144208014	27200
144208015	7904
144208016	8706
144208017	121752
144208018	10824
144208019	11921
144208020	6375
144208021	7003
144208022	7850
144208023	53316418
144208024	4093
144208025	5447
144208026	20849290
144208027	7167
144208028	5897
144208029	3763
144208030	12148
144208031	7933
144208032	637564
144208033	18370
144208034	21499
144208035	12078
144208036	6410
144208037	7055
144208038	10967
144208039	6586
144208040	12184591
144208041	8165
144208042	74080
144208043	8282
144208044	16420
144208045	3825
144208046	5284472
144208047	7961
144208048	3562
144208049	18555
144208050	21575
144208051	12104
144208052	6446
144208053	13551
144208054	52999
144208055	6327594
144208056	20701
144208057	8354
144208058	74791
144208059	5354133
144208060	23681217
144208061	23662354
144208062	2724192
144208063	8005
144208064	73773
144208065	20055509
144208066	261491
144208067	80365
144208068	102484
144208069	13586
144208070	8540
144208071	8471
144208072	6387
144208073	8491
144208074	17113
144208075	79081
144208076	11955
144208077	80519
144208078	10439
144208079	7604
144208080	5354284
144208081	12209
144208082	41375
144208083	16640
144208084	11174
144208085	10843
144208086	7120
144208087	7344
144208088	13101
144208089	11552
144208090	919792
144208091	13428
144208092	542762
144208093	7230
144208094	23668196
144208095	98613
144208096	1549517
144208097	69026
144208098	34665
144208099	5281567
144208100	31389
144208101	7657
144208102	17231
144208103	6409
144208104	5930
144208105	5281565
144208106	14642
144208107	11334
144208108	13636
144208109	12733
144208110	5284469
144208111	6415
144208112	88735
144208113	1017
144208114	12262
144208115	11909
144208116	51
144208117	12051
144208118	8029
144208119	64142
144208120	2094
144208121	114809
144208122	6211
144208123	904
144208124	61286
144208125	9609
144208126	41478
144208127	6537499
144208128	71645
144208129	11571
144208130	5801
144208131	8391
144208132	
144208133	7341
144208134	23664054
144208135	6983
144208136	7747
144208137	25607
144208138	10638
144208139	591200
144208140	8081
144208141	449459
144208142	6537488
144208143	5281771
144208144	9443
144208145	7724
144208146	76583
144208147	68191
144208148	11236
144208149	95116
144208150	16125
144208151	11803
144208152	7368
144208153	15050
144208154	6926
144208155	7856
144208156	19165
144208157	7015
144208158	1049
144208159	7329
144208160	7172
144208161	14709
144208162	8210
144208163	637892
144208164	9809
144208165	37542
144208166	81133
144208167	7805
144208168	18728
144208169	31275
144208170	2720
144208171	17570
144208172	123504
144208173	11888
144208174	7859
144208175	17305
144208176	4992
144208177	11288
144208178	11990
144208179	7056
144208180	8097
144208181	8053
144208182	7847
144208183	7578
144208184	2950
144208185	10635
144208186	20167
144208187	5288209
144208188	15513
144208189	2723951
144208190	21208
144208191	8569
144208192	6537489
144208193	33919
144208194	23684896
144208195	12120
144208196	31370
144208197	7042
144208198	7294
144208199	11247
144208200	7346
144208201	7203
144208202	8127
144208203	638015
144208204	444041
144208205	3356745
144208206	8428
144208207	7563
144208208	5281007
144208209	447043
144208210	17946
144208211	6371716
144208212	62158
144208213	82916
144208214	22574
144208215	232446
144208216	65340
144208217	12332
144208218	11087
144208219	8883
144208220	7308
144208221	1174
144208222	11159638
144208223	7259
144208224	8028
144208225	8474
144208226	2734117
144208227	31263
144208228	403
144208229	8180
144208230	439280
144208231	98356
144208232	10928
144208233	5328
144208234	10898
144208235	8909
144208236	69317
144208237	2758874
144208238	6787
144208239	113124
144208240	23741
144208241	165675
144208242	7385
144208243	24436
144208244	80428
144208245	7265
144208246	13195
144208247	8480
144208248	74189
144208249	23685849
144208250	31272
144208251	7751
144208252	10008
144208253	5281764
144208254	6912
144208255	9147
144208256	11011
144208257	7508
144208258	12228
144208259	11731903
144208260	86583
144208261	12471
144208262	7500
144208263	62430
144208264	5565
144208265	23669624
144208266	15533
144208267	7319
144208268	6420
144208269	527
144208270	10387
144208271	6395
144208272	25150753
144208273	7303
144208274	6436079
144208275	8981
144208276	12035
144208277	34757
144208278	95416
144208279	7731
144208280	80642
144208281	11048104
144208282	25213
144208283	12574
144208284	7798
144208285	8078
144208286	19996
144208287	11906
144208288	10567
144208289	7470
144208290	6568
144208291	31404
144208292	8495
144208293	2723822
144208294	25914
144208295	10438
144208296	10168
144208297	33133
144208298	16069365
144208299	18603
144208300	3278
144208301	7525
144208302	967
144208303	11424880
144208304	181978
144208305	6276
144208306	7909
144208307	12418
144208308	5953
144208309	54675810
144208310	517058
144208311	7809
144208312	300
144208313	2879
144208314	969516
144208315	15458
144208316	8717
144208317	11509
144208318	3083585
144208319	20039
144208320	14357
144208321	38764
144208322	11604
144208323	6502
144208324	9562060
144208325	10907
144208326	7673
144208327	24116
144208328	16907
144208329	5827
144208330	6650
144208331	23689980
144208332	8667
144208333	7854
144208334	460
144208335	5375199
144208336	701
144208337	91555
144208338	8881
144208339	6419
144208340	10226
144208341	36159
144208342	18273
144208343	62553
144208344	11927
144208345	7638
144208346	23565
144208347	66172
144208348	5284452
144208349	637930
144208350	9246
144208351	5281576
144208352	61247
144208353	5365552
144208354	73668
144208355	7908
144208356	6197
144208357	62770
144208358	2756
144208359	62648
144208360	15277
144208361	12111
144208362	656655
144208363	5280863
144208364	10949
144208365	10316
144208366	6348
144208367	70038
144208368	6364
144208369	385
144208370	9570281
144208371	24433
144208372	19871
144208373	8082
144208374	82728
144208375	61249
144208376	11674
144208377	7922
144208378	62969
144208379	17549
144208380	6618
144208381	517637
144208382	15413
144208383	7899
144208384	320930
144208385	61179
144208386	23294
144208387	5765
144208388	6389
144208389	2346
144208390	5371084
144208391	62374
144208392	9380
144208393	6753
144208394	31373
144208395	13849
144208396	66449
144208397	7767
144208398	73282
144208399	7944
144208400	3301
144208401	2999413
144208402	91649
144208403	6602188
144208404	6259976
144208405	6590
144208406	94308
144208407	53665
144208408	79717
144208409	68289
144208410	9904
144208411	8900
144208412	6560
144208413	970
144208414	22833321
144208415	13404
144208416	650
144208417	13888
144208418	75969
144208419	67058
144208420	13514
144208421	7964
144208422	1140
144208423	18056
144208424	41684
144208425	61345
144208426	16096
144208427	14347
144208428	5284385
144208429	65114
144208430	13539
144208431	8640
144208432	28780
144208433	14242
144208434	10788
144208435	7206
144208436	8497
144208437	5359476
144208438	17355
144208439	1752
144208440	7284
144208441	2733526
144208442	22188
144208443	23677963
144208444	6305
144208445	8129
144208446	8715
144208447	12955
144208448	1672
144208449	7238
144208450	444913
144208451	18303
144208452	8295
144208453	5921
144208454	7242
144208455	31276
144208456	6108
144208457	6228
144208458	3035
144208459	5284443
144208460	68570
144208461	6635
144208462	9795
144208463	7934
144208464	31256
144208465	517546
144208466	79103
144208467	7565
144208468	8098
144208469	15560
144208470	5807
144208471	1483
144208472	11335
144208473	7267
144208474	8606
144208475	12484
144208476	11065
144208477	379
144208478	7078
144208479	9502
144208480	13728
144208481	18487
144208482	8066
144208483	8572
144208484	5281168
144208485	13578
144208486	7804
144208487	2723770
144208488	7367
144208489	5991
144208490	8413
144208491	1732
144208492	2723650
144208493	24744
144208494	6294
144208495	11742
144208496	15965
144208497	811
144208498	62276
144208499	10458
144208500	14218
144208501	8916
144208502	17092
144208503	2771871
144208504	8294
144208505	17816
144208506	7154
144208507	11164
144208508	22584
144208509	13
144208510	12076
144208511	7411
144208512	8805
144208513	6501
144208514	12749
144208515	8196
144208516	7450
144208517	7207
144208518	8190
144208519	122499
144208520	6054
144208521	9237
144208522	7360
144208523	8359
144208524	62655
144208525	21630
144208526	15158
144208527	23392
144208528	8489
144208529	5333
144208530	7440
144208531	9016
